date,home_team,away_team,home_goals,away_goals
2021-10-26,Milan,Torino,1.0,0.0
2021-10-26,Venezia,Salernitana,1.0,2.0
2021-10-26,Spezia,Genoa,1.0,1.0
2021-10-27,Sampdoria,Atalanta,1.0,3.0
2021-10-27,Empoli,Internazionale,0.0,2.0
2021-10-27,Udinese,Hellas Verona,1.0,1.0
2021-10-27,Juventus,Sassuolo,1.0,2.0
2021-10-27,Lazio,Fiorentina,1.0,0.0
2021-10-27,Cagliari,Roma,1.0,2.0
2021-10-28,Napoli,Bologna,3.0,0.0
2021-10-30,Hellas Verona,Juventus,2.0,1.0
2021-10-30,Atalanta,Lazio,2.0,2.0
2021-10-30,Torino,Sampdoria,3.0,0.0
2021-10-31,Salernitana,Napoli,0.0,1.0
2021-10-31,Sassuolo,Empoli,1.0,2.0
2021-10-31,Roma,Milan,1.0,2.0
2021-10-31,Fiorentina,Spezia,3.0,0.0
2021-10-31,Genoa,Venezia,0.0,0.0
2021-11-01,Bologna,Cagliari,2.0,0.0
2021-11-05,Empoli,Genoa,2.0,2.0
2021-11-06,Spezia,Torino,1.0,0.0
2021-11-06,Juventus,Fiorentina,1.0,0.0
2021-11-06,Cagliari,Atalanta,1.0,2.0
2021-11-07,Milan,Internazionale,1.0,1.0
2021-11-07,Venezia,Roma,3.0,2.0
2021-11-07,Lazio,Salernitana,3.0,0.0
2021-11-07,Sampdoria,Bologna,1.0,2.0
2021-11-07,Napoli,Hellas Verona,1.0,1.0
2021-11-07,Udinese,Sassuolo,3.0,2.0
2021-11-20,Fiorentina,Milan,4.0,3.0
2021-11-20,Lazio,Juventus,0.0,2.0
2021-11-20,Atalanta,Spezia,5.0,2.0
2021-11-21,Genoa,Roma,0.0,2.0
2021-11-21,Sassuolo,Cagliari,2.0,2.0
2021-11-21,Salernitana,Sampdoria,0.0,2.0
2021-11-21,Bologna,Venezia,0.0,1.0
2021-11-22,Torino,Udinese,2.0,1.0
2021-11-22,Hellas Verona,Empoli,2.0,1.0
2021-11-26,Cagliari,Salernitana,1.0,1.0
2021-11-27,Sampdoria,Hellas Verona,3.0,1.0
2021-11-27,Juventus,Atalanta,0.0,1.0
2021-11-27,Venezia,Internazionale,0.0,2.0
2021-11-27,Empoli,Fiorentina,2.0,1.0
2021-11-28,Udinese,Genoa,0.0,0.0
2021-11-28,Napoli,Lazio,4.0,0.0
2021-11-28,Roma,Torino,1.0,0.0
2021-11-28,Milan,Sassuolo,1.0,3.0
2021-11-28,Spezia,Bologna,0.0,1.0
2021-11-30,Atalanta,Venezia,4.0,0.0
2021-11-30,Salernitana,Juventus,0.0,2.0
2021-11-30,Fiorentina,Sampdoria,3.0,1.0
2021-11-30,Hellas Verona,Cagliari,0.0,0.0
2021-12-01,Bologna,Roma,1.0,0.0
2021-12-01,Sassuolo,Napoli,2.0,2.0
2021-12-01,Genoa,Milan,0.0,3.0
2021-12-02,Lazio,Udinese,4.0,4.0
2021-12-02,Torino,Empoli,2.0,2.0
2021-12-04,Milan,Salernitana,2.0,0.0
2021-12-04,Roma,Internazionale,0.0,3.0
2021-12-04,Napoli,Atalanta,2.0,3.0
2021-12-05,Bologna,Fiorentina,2.0,3.0
2021-12-05,Spezia,Sassuolo,2.0,2.0
2021-12-05,Sampdoria,Lazio,1.0,3.0
2021-12-05,Juventus,Genoa,2.0,0.0
2021-12-05,Venezia,Hellas Verona,3.0,4.0
2021-12-06,Empoli,Udinese,3.0,1.0
2021-12-06,Cagliari,Torino,1.0,1.0
2021-12-10,Genoa,Sampdoria,1.0,3.0
2021-12-11,Venezia,Juventus,1.0,1.0
2021-12-11,Fiorentina,Salernitana,4.0,0.0
2021-12-11,Udinese,Milan,1.0,1.0
2021-12-12,Napoli,Empoli,0.0,1.0
2021-12-12,Hellas Verona,Atalanta,1.0,2.0
2021-12-12,Torino,Bologna,2.0,1.0
2021-12-12,Sassuolo,Lazio,2.0,1.0
2021-12-13,Roma,Spezia,2.0,0.0
2021-12-17,Salernitana,Internazionale,0.0,5.0
2021-12-17,Lazio,Genoa,3.0,1.0
2021-12-18,Cagliari,Udinese,0.0,4.0
2021-12-18,Atalanta,Roma,1.0,4.0
2021-12-18,Bologna,Juventus,0.0,2.0
2021-12-19,Torino,Hellas Verona,1.0,0.0
2021-12-19,Spezia,Empoli,1.0,1.0
2021-12-19,Fiorentina,Sassuolo,2.0,2.0
2021-12-19,Milan,Napoli,0.0,1.0
2021-12-19,Sampdoria,Venezia,1.0,1.0
2021-12-21,Juventus,Cagliari,2.0,0.0
2021-12-21,Genoa,Atalanta,0.0,0.0
2021-12-22,Roma,Sampdoria,1.0,1.0
2021-12-22,Hellas Verona,Fiorentina,1.0,1.0
2021-12-22,Empoli,Milan,2.0,4.0
2021-12-22,Sassuolo,Bologna,0.0,3.0
2021-12-22,Venezia,Lazio,1.0,3.0
2021-12-22,Napoli,Spezia,0.0,1.0
2022-01-06,Sassuolo,Genoa,1.0,1.0
2022-01-06,Spezia,Hellas Verona,1.0,2.0
2022-01-06,Milan,Roma,3.0,1.0
2022-01-06,Sampdoria,Cagliari,1.0,2.0
2022-01-06,Juventus,Napoli,1.0,1.0
2022-01-06,Lazio,Empoli,3.0,3.0
2022-01-09,Udinese,Atalanta,2.0,6.0
2022-01-09,Venezia,Milan,0.0,3.0
2022-01-09,Hellas Verona,Salernitana,1.0,2.0
2022-01-09,Roma,Juventus,3.0,4.0
2022-01-09,Genoa,Spezia,0.0,1.0
2022-01-09,Empoli,Sassuolo,1.0,5.0
2022-01-09,Napoli,Sampdoria,1.0,0.0
2022-01-10,Torino,Fiorentina,4.0,0.0
2022-01-11,Cagliari,Bologna,2.0,1.0
2022-01-15,Sampdoria,Torino,1.0,2.0
2022-01-15,Juventus,Udinese,2.0,0.0
2022-01-15,Salernitana,Lazio,0.0,3.0
2022-01-16,Venezia,Empoli,1.0,1.0
2022-01-16,Atalanta,Internazionale,0.0,0.0
2022-01-16,Roma,Cagliari,1.0,0.0
2022-01-16,Sassuolo,Hellas Verona,2.0,4.0
2022-01-17,Fiorentina,Genoa,6.0,0.0
2022-01-17,Bologna,Napoli,0.0,2.0
2022-01-17,Milan,Spezia,1.0,2.0
2022-01-21,Hellas Verona,Bologna,2.0,1.0
2022-01-22,Genoa,Udinese,0.0,0.0
2022-01-22,Lazio,Atalanta,0.0,0.0
2022-01-23,Napoli,Salernitana,4.0,1.0
2022-01-23,Milan,Juventus,0.0,0.0
2022-01-23,Spezia,Sampdoria,1.0,0.0
2022-01-23,Empoli,Roma,2.0,4.0
2022-01-23,Torino,Sassuolo,1.0,1.0
2022-01-23,Cagliari,Fiorentina,1.0,1.0
2022-02-05,Roma,Genoa,0.0,0.0
2022-02-05,Fiorentina,Lazio,0.0,3.0
2022-02-06,Sampdoria,Sassuolo,4.0,0.0
2022-02-06,Atalanta,Cagliari,1.0,2.0
2022-02-06,Venezia,Napoli,0.0,2.0
2022-02-06,Juventus,Hellas Verona,2.0,0.0
2022-02-06,Udinese,Torino,2.0,0.0
2022-02-06,Bologna,Empoli,0.0,0.0
2022-02-07,Salernitana,Spezia,2.0,2.0
2022-02-12,Napoli,Internazionale,1.0,1.0
2022-02-12,Lazio,Bologna,3.0,0.0
2022-02-12,Torino,Venezia,1.0,2.0
2022-02-13,Milan,Sampdoria,1.0,0.0
2022-02-13,Genoa,Salernitana,1.0,1.0
2022-02-13,Empoli,Cagliari,1.0,1.0
2022-02-13,Hellas Verona,Udinese,4.0,0.0
2022-02-13,Sassuolo,Roma,2.0,2.0
2022-02-13,Atalanta,Juventus,1.0,1.0
2022-02-14,Spezia,Fiorentina,1.0,2.0
2022-02-18,Juventus,Torino,1.0,1.0
2022-02-19,Roma,Hellas Verona,2.0,2.0
2022-02-19,Salernitana,Milan,2.0,2.0
2022-02-19,Sampdoria,Empoli,2.0,0.0
2022-02-20,Fiorentina,Atalanta,1.0,0.0
2022-02-20,Venezia,Genoa,1.0,1.0
2022-02-20,Udinese,Lazio,1.0,1.0
2022-02-21,Cagliari,Napoli,1.0,1.0
2022-02-21,Bologna,Spezia,2.0,1.0
2022-02-25,Genoa,Internazionale,0.0,0.0
2022-02-25,Milan,Udinese,1.0,1.0
2022-02-26,Empoli,Juventus,2.0,3.0
2022-02-26,Salernitana,Bologna,1.0,1.0
2022-02-26,Sassuolo,Fiorentina,2.0,1.0
2022-02-27,Spezia,Roma,0.0,1.0
2022-02-27,Lazio,Napoli,1.0,2.0
2022-02-27,Torino,Cagliari,1.0,2.0
2022-02-27,Hellas Verona,Venezia,3.0,1.0
2022-02-28,Atalanta,Sampdoria,4.0,0.0
2022-03-05,Roma,Atalanta,1.0,0.0
2022-03-05,Cagliari,Lazio,0.0,3.0
2022-03-05,Udinese,Sampdoria,2.0,1.0
2022-03-06,Genoa,Empoli,0.0,0.0
2022-03-06,Venezia,Sassuolo,1.0,4.0
2022-03-06,Napoli,Milan,0.0,1.0
2022-03-06,Juventus,Spezia,1.0,0.0
2022-03-06,Bologna,Torino,0.0,0.0
2022-03-06,Fiorentina,Hellas Verona,1.0,1.0
2022-03-12,Milan,Empoli,1.0,0.0
2022-03-12,Spezia,Cagliari,2.0,0.0
2022-03-12,Salernitana,Sassuolo,2.0,2.0
2022-03-12,Sampdoria,Juventus,1.0,3.0
2022-03-13,Torino,Internazionale,1.0,1.0
2022-03-13,Hellas Verona,Napoli,1.0,2.0
2022-03-13,Atalanta,Genoa,0.0,0.0
2022-03-13,Udinese,Roma,1.0,1.0
2022-03-13,Fiorentina,Bologna,1.0,0.0
2022-03-14,Lazio,Venezia,1.0,0.0
2022-03-18,Genoa,Torino,1.0,0.0
2022-03-18,Sassuolo,Spezia,4.0,1.0
2022-03-19,Napoli,Udinese,2.0,1.0
2022-03-19,Cagliari,Milan,0.0,1.0
2022-03-20,Empoli,Hellas Verona,1.0,1.0
2022-03-20,Juventus,Salernitana,2.0,0.0
2022-03-20,Bologna,Atalanta,0.0,1.0
2022-03-20,Venezia,Sampdoria,0.0,2.0
2022-03-20,Roma,Lazio,3.0,0.0
2022-04-02,Salernitana,Torino,0.0,1.0
2022-04-02,Spezia,Venezia,1.0,0.0
2022-04-02,Lazio,Sassuolo,2.0,1.0
2022-04-03,Atalanta,Napoli,1.0,3.0
2022-04-03,Juventus,Internazionale,0.0,1.0
2022-04-03,Sampdoria,Roma,0.0,1.0
2022-04-03,Fiorentina,Empoli,1.0,0.0
2022-04-03,Udinese,Cagliari,5.0,1.0
2022-04-04,Milan,Bologna,0.0,0.0
2022-04-04,Hellas Verona,Genoa,1.0,0.0
2022-04-09,Empoli,Spezia,0.0,0.0
2022-04-09,Cagliari,Juventus,1.0,2.0
2022-04-10,Torino,Milan,0.0,0.0
2022-04-10,Sassuolo,Atalanta,2.0,1.0
2022-04-10,Napoli,Fiorentina,2.0,3.0
2022-04-10,Roma,Salernitana,2.0,1.0
2022-04-10,Genoa,Lazio,1.0,4.0
2022-04-10,Venezia,Udinese,1.0,2.0
2022-04-11,Bologna,Sampdoria,2.0,0.0
2022-04-15,Spezia,Internazionale,1.0,3.0
2022-04-15,Milan,Genoa,2.0,0.0
2022-04-16,Udinese,Empoli,4.0,1.0
2022-04-16,Juventus,Bologna,1.0,1.0
2022-04-16,Sampdoria,Salernitana,1.0,2.0
2022-04-16,Cagliari,Sassuolo,1.0,0.0
2022-04-16,Fiorentina,Venezia,1.0,0.0
2022-04-16,Lazio,Torino,1.0,1.0
2022-04-18,Atalanta,Hellas Verona,1.0,2.0
2022-04-18,Napoli,Roma,1.0,1.0
2022-04-20,Udinese,Salernitana,0.0,1.0
2022-04-23,Hellas Verona,Sampdoria,1.0,1.0
2022-04-23,Venezia,Atalanta,1.0,3.0
2022-04-23,Torino,Spezia,2.0,1.0
2022-04-24,Genoa,Cagliari,1.0,0.0
2022-04-24,Lazio,Milan,1.0,2.0
2022-04-24,Bologna,Udinese,2.0,2.0
2022-04-24,Empoli,Napoli,3.0,2.0
2022-04-24,Salernitana,Fiorentina,2.0,1.0
2022-04-25,Sassuolo,Juventus,1.0,2.0
2022-04-27,Fiorentina,Udinese,0.0,4.0
2022-04-27,Atalanta,Torino,4.0,4.0
2022-04-27,Bologna,Internazionale,2.0,1.0
2022-04-30,Spezia,Lazio,3.0,4.0
2022-04-30,Napoli,Sassuolo,6.0,1.0
2022-04-30,Sampdoria,Genoa,1.0,0.0
2022-04-30,Cagliari,Hellas Verona,1.0,2.0
2022-05-01,Roma,Bologna,0.0,0.0
2022-05-01,Milan,Fiorentina,1.0,0.0
2022-05-01,Udinese,Internazionale,1.0,2.0
2022-05-01,Juventus,Venezia,2.0,1.0
2022-05-01,Empoli,Torino,1.0,3.0
2022-05-02,Atalanta,Salernitana,1.0,1.0
2022-05-05,Salernitana,Venezia,2.0,1.0
2022-05-06,Genoa,Juventus,2.0,1.0
2022-05-07,Lazio,Sampdoria,2.0,0.0
2022-05-07,Sassuolo,Udinese,1.0,1.0
2022-05-07,Torino,Napoli,0.0,1.0
2022-05-08,Hellas Verona,Milan,1.0,3.0
2022-05-08,Salernitana,Cagliari,1.0,1.0
2022-05-08,Spezia,Atalanta,1.0,3.0
2022-05-08,Venezia,Bologna,4.0,3.0
2022-05-09,Fiorentina,Roma,2.0,0.0
2022-05-14,Empoli,Salernitana,1.0,1.0
2022-05-14,Hellas Verona,Torino,0.0,1.0
2022-05-14,Udinese,Spezia,2.0,3.0
2022-05-14,Roma,Venezia,1.0,1.0
2022-05-15,Bologna,Sassuolo,1.0,3.0
2022-05-15,Napoli,Genoa,3.0,0.0
2022-05-15,Cagliari,Internazionale,1.0,3.0
2022-05-15,Milan,Atalanta,2.0,0.0
2022-05-16,Sampdoria,Fiorentina,4.0,1.0
2022-05-16,Juventus,Lazio,2.0,2.0
2022-05-20,Torino,Roma,0.0,3.0
2022-05-21,Genoa,Bologna,0.0,1.0
2022-05-21,Lazio,Hellas Verona,3.0,3.0
2022-05-21,Fiorentina,Juventus,2.0,0.0
2022-05-21,Atalanta,Empoli,0.0,1.0
2022-05-22,Venezia,Cagliari,0.0,0.0
2022-05-22,Sassuolo,Milan,0.0,3.0
2022-05-22,Salernitana,Udinese,0.0,4.0
2022-05-22,Spezia,Napoli,0.0,3.0
2022-08-13,Milan,Udinese,4.0,2.0
2022-08-13,Monza,Torino,1.0,2.0
2022-08-13,Lecce,Internazionale,1.0,2.0
2022-08-13,Sampdoria,Atalanta,0.0,2.0
2022-08-14,Fiorentina,Cremonese,3.0,2.0
2022-08-14,Salernitana,Roma,0.0,1.0
2022-08-14,Lazio,Bologna,2.0,1.0
2022-08-14,Spezia,Empoli,1.0,0.0
2022-08-15,Hellas Verona,Napoli,2.0,5.0
2022-08-15,Juventus,Sassuolo,3.0,0.0
2022-08-20,Sassuolo,Lecce,1.0,0.0
2022-08-20,Torino,Lazio,0.0,0.0
2022-08-20,Udinese,Salernitana,0.0,0.0
2022-08-21,Atalanta,Milan,1.0,1.0
2022-08-21,Empoli,Fiorentina,0.0,0.0
2022-08-21,Napoli,Monza,4.0,0.0
2022-08-21,Bologna,Hellas Verona,1.0,1.0
2022-08-22,Sampdoria,Juventus,0.0,0.0
2022-08-22,Roma,Cremonese,1.0,0.0
2022-08-26,Lazio,Internazionale,3.0,1.0
2022-08-26,Monza,Udinese,1.0,2.0
2022-08-27,Cremonese,Torino,1.0,2.0
2022-08-27,Spezia,Sassuolo,2.0,2.0
2022-08-27,Milan,Bologna,2.0,0.0
2022-08-27,Juventus,Roma,1.0,1.0
2022-08-28,Hellas Verona,Atalanta,0.0,1.0
2022-08-28,Salernitana,Sampdoria,4.0,0.0
2022-08-28,Lecce,Empoli,1.0,1.0
2022-08-28,Fiorentina,Napoli,0.0,0.0
2022-08-30,Roma,Monza,3.0,0.0
2022-08-30,Sassuolo,Milan,0.0,0.0
2022-08-31,Empoli,Hellas Verona,1.0,1.0
2022-08-31,Juventus,Spezia,2.0,0.0
2022-08-31,Sampdoria,Lazio,1.0,1.0
2022-08-31,Udinese,Fiorentina,1.0,0.0
2022-08-31,Napoli,Lecce,1.0,1.0
2022-09-01,Atalanta,Torino,3.0,1.0
2022-09-01,Bologna,Salernitana,1.0,1.0
2022-09-03,Fiorentina,Juventus,1.0,1.0
2022-09-03,Milan,Internazionale,3.0,2.0
2022-09-03,Lazio,Napoli,1.0,2.0
2022-09-04,Hellas Verona,Sampdoria,2.0,1.0
2022-09-04,Cremonese,Sassuolo,0.0,0.0
2022-09-04,Spezia,Bologna,2.0,2.0
2022-09-04,Udinese,Roma,4.0,0.0
2022-09-05,Monza,Atalanta,0.0,2.0
2022-09-05,Torino,Lecce,1.0,0.0
2022-09-05,Salernitana,Empoli,2.0,2.0
2022-09-10,Napoli,Spezia,1.0,0.0
2022-09-10,Sampdoria,Milan,1.0,2.0
2022-09-11,Bologna,Fiorentina,2.0,1.0
2022-09-11,Sassuolo,Udinese,1.0,3.0
2022-09-11,Lecce,Monza,1.0,1.0
2022-09-11,Juventus,Salernitana,2.0,2.0
2022-09-11,Lazio,Hellas Verona,2.0,0.0
2022-09-11,Atalanta,Cremonese,1.0,1.0
2022-09-12,Empoli,Roma,1.0,2.0
2022-09-16,Salernitana,Lecce,1.0,2.0
2022-09-17,Bologna,Empoli,0.0,1.0
2022-09-17,Torino,Sassuolo,0.0,1.0
2022-09-17,Spezia,Sampdoria,2.0,1.0
2022-09-18,Udinese,Internazionale,3.0,1.0
2022-09-18,Roma,Atalanta,0.0,1.0
2022-09-18,Monza,Juventus,1.0,0.0
2022-09-18,Milan,Napoli,1.0,2.0
2022-09-18,Fiorentina,Hellas Verona,2.0,0.0
2022-09-18,Cremonese,Lazio,0.0,4.0
2022-10-01,Empoli,Milan,1.0,3.0
2022-10-01,Napoli,Torino,3.0,1.0
2022-10-02,Atalanta,Fiorentina,1.0,0.0
2022-10-02,Juventus,Bologna,3.0,0.0
2022-10-02,Lazio,Spezia,4.0,0.0
2022-10-02,Sassuolo,Salernitana,5.0,0.0
2022-10-02,Sampdoria,Monza,0.0,3.0
2022-10-02,Lecce,Cremonese,1.0,1.0
2022-10-03,Hellas Verona,Udinese,1.0,2.0
2022-10-08,Sassuolo,Internazionale,1.0,2.0
2022-10-08,Bologna,Sampdoria,1.0,1.0
2022-10-08,Milan,Juventus,2.0,0.0
2022-10-09,Salernitana,Hellas Verona,2.0,1.0
2022-10-09,Udinese,Atalanta,2.0,2.0
2022-10-09,Torino,Empoli,1.0,1.0
2022-10-09,Monza,Spezia,2.0,0.0
2022-10-09,Roma,Lecce,2.0,1.0
2022-10-09,Cremonese,Napoli,1.0,4.0
2022-10-10,Fiorentina,Lazio,0.0,4.0
2022-10-15,Torino,Juventus,0.0,1.0
2022-10-15,Atalanta,Sassuolo,2.0,1.0
2022-10-15,Empoli,Monza,1.0,0.0
2022-10-16,Lazio,Udinese,0.0,0.0
2022-10-16,Spezia,Cremonese,2.0,2.0
2022-10-16,Hellas Verona,Milan,1.0,2.0
2022-10-16,Napoli,Bologna,3.0,2.0
2022-10-17,Sampdoria,Roma,0.0,1.0
2022-10-17,Lecce,Fiorentina,1.0,1.0
2022-10-21,Juventus,Empoli,4.0,0.0
2022-10-22,Salernitana,Spezia,1.0,0.0
2022-10-22,Fiorentina,Internazionale,3.0,4.0
2022-10-22,Milan,Monza,4.0,1.0
2022-10-23,Atalanta,Lazio,0.0,2.0
2022-10-23,Udinese,Torino,1.0,2.0
2022-10-23,Roma,Napoli,0.0,1.0
2022-10-23,Bologna,Lecce,2.0,0.0
2022-10-24,Cremonese,Sampdoria,0.0,1.0
2022-10-24,Sassuolo,Hellas Verona,2.0,1.0
2022-10-29,Napoli,Sassuolo,4.0,0.0
2022-10-29,Lecce,Juventus,0.0,1.0
2022-10-30,Lazio,Salernitana,1.0,3.0
2022-10-30,Spezia,Fiorentina,1.0,2.0
2022-10-30,Empoli,Atalanta,0.0,2.0
2022-10-30,Torino,Milan,2.0,1.0
2022-10-30,Cremonese,Udinese,0.0,0.0
2022-10-31,Monza,Bologna,1.0,2.0
2022-10-31,Hellas Verona,Roma,1.0,3.0
2022-11-04,Udinese,Lecce,1.0,1.0
2022-11-05,Milan,Spezia,2.0,1.0
2022-11-05,Empoli,Sassuolo,1.0,0.0
2022-11-05,Atalanta,Napoli,1.0,2.0
2022-11-05,Salernitana,Cremonese,2.0,2.0
2022-11-06,Juventus,Internazionale,2.0,0.0
2022-11-06,Roma,Lazio,0.0,1.0
2022-11-06,Bologna,Torino,2.0,1.0
2022-11-06,Monza,Hellas Verona,2.0,0.0
2022-11-06,Sampdoria,Fiorentina,0.0,2.0
2022-11-08,Spezia,Udinese,1.0,1.0
2022-11-08,Napoli,Empoli,2.0,0.0
2022-11-08,Cremonese,Milan,0.0,0.0
2022-11-09,Torino,Sampdoria,2.0,0.0
2022-11-09,Sassuolo,Roma,1.0,1.0
2022-11-09,Lecce,Atalanta,2.0,1.0
2022-11-09,Fiorentina,Salernitana,2.0,1.0
2022-11-10,Hellas Verona,Juventus,0.0,1.0
2022-11-10,Lazio,Monza,1.0,0.0
2022-11-11,Empoli,Cremonese,2.0,0.0
2022-11-12,Napoli,Udinese,3.0,2.0
2022-11-12,Sampdoria,Lecce,0.0,2.0
2022-11-12,Bologna,Sassuolo,3.0,0.0
2022-11-13,Juventus,Lazio,3.0,0.0
2022-11-13,Hellas Verona,Spezia,1.0,2.0
2022-11-13,Atalanta,Internazionale,2.0,3.0
2022-11-13,Roma,Torino,1.0,1.0
2022-11-13,Milan,Fiorentina,2.0,1.0
2022-11-13,Monza,Salernitana,3.0,0.0
2023-01-04,Torino,Hellas Verona,1.0,1.0
2023-01-04,Udinese,Empoli,1.0,1.0
2023-01-04,Roma,Bologna,1.0,0.0
2023-01-04,Salernitana,Milan,1.0,2.0
2023-01-04,Lecce,Lazio,2.0,1.0
2023-01-04,Cremonese,Juventus,0.0,1.0
2023-01-04,Sassuolo,Sampdoria,1.0,2.0
2023-01-04,Spezia,Atalanta,2.0,2.0
2023-01-04,Fiorentina,Monza,1.0,1.0
2023-01-07,Juventus,Udinese,1.0,0.0
2023-01-07,Monza,Internazionale,2.0,2.0
2023-01-07,Fiorentina,Sassuolo,2.0,1.0
2023-01-08,Spezia,Lecce,0.0,0.0
2023-01-08,Lazio,Empoli,2.0,2.0
2023-01-08,Milan,Roma,2.0,2.0
2023-01-08,Salernitana,Torino,1.0,1.0
2023-01-08,Sampdoria,Napoli,0.0,2.0
2023-01-09,Hellas Verona,Cremonese,2.0,0.0
2023-01-09,Bologna,Atalanta,1.0,2.0
2023-01-13,Napoli,Juventus,5.0,1.0
2023-01-14,Cremonese,Monza,2.0,3.0
2023-01-14,Lecce,Milan,2.0,2.0
2023-01-15,Torino,Spezia,0.0,1.0
2023-01-15,Sassuolo,Lazio,0.0,2.0
2023-01-15,Udinese,Bologna,1.0,2.0
2023-01-15,Atalanta,Salernitana,8.0,2.0
2023-01-15,Roma,Fiorentina,2.0,0.0
2023-01-16,Empoli,Sampdoria,1.0,0.0
2023-01-21,Fiorentina,Torino,0.0,1.0
